country_code,region_name,iata,icao,airport
US,Arkansas,LIT,KLIT,Clinton National Airport (Adams Field)
US,Arkansas,LRF,KLRF,Little Rock Air Force Base
US,Arkansas,MPJ,KMPJ,Petit Jean Park Airport
US,Arkansas,MXA,KMXA,Manila Municipal Airport
US,Arkansas,PBF,KPBF,Grider Field
US,Arkansas,PGR,KPGR,Kirk Field
US,Arkansas,ROG,KROG,Rogers Municipal Airport (Carter Field)
US,Arkansas,SGT,KSGT,Stuttgart Municipal Airport
US,Arkansas,SLG,KSLG,Smith Field
US,Arkansas,SPZ,KASG,Springdale Municipal Airport
US,Arkansas,SRC,KSRC,Searcy Municipal Airport
US,Arkansas,TXK,KTXK,Texarkana Regional Airport (Webb Field)
US,Arkansas,WMH,KBPK,Ozark Regional Airport
US,Arkansas,XNA,KXNA,Northwest Arkansas Regional Airport
US,Arkansas,,KVBT,Bentonville Municipal Airport
US,California,ACV,KACV,Arcata-Eureka Airport
US,California,AHC,KAHC,Amedee Army Airfield
US,California,APC,KAPC,Napa County Airport
US,California,APV,KAPV,Apple Valley Airport
US,California,AUN,KAUN,Auburn Municipal Airport
US,California,AVX,KAVX,Catalina Airport
US,California,BAB,KBAB,Beale Air Force Base
US,California,BFL,KBFL,Meadows Field Airport
US,California,BIH,KBIH,Eastern Sierra Regional Airport
US,California,BLH,KBLH,Blythe Airport
US,California,BLU,KBLU,Blue Canyon-Nyack Airport
US,California,BNG,KBNG,Banning Municipal Airport
US,California,BUR,KBUR,Bob Hope Airport
US,California,BWC,KBWC,Brawley Municipal Airport
US,California,BXS,,Borrego Valley Airport
US,California,BYS,KBYS,Bicycle Lake Army Airfield (Fort Irwin)
US,California,BZF,,Benton Field
US,California,CCB,KCCB,Cable Airport
US,California,CCR,KCCR,Buchanan Field Airport
US,California,CEC,KCEC,Del Norte County Airport (Jack McNamara Field)
US,California,CIC,KCIC,Chico Municipal Airport
US,California,CKE,,Lampson Field
US,California,CLD,KCRQ,McClellan-Palomar Airport
US,California,CLG,,New Coalinga Municipal Airport
US,California,CLR,KCLR,Cliff Hatfield Memorial Airport
US,California,CNO,KCNO,Chino Airport
US,California,COA,,Columbia Airport
US,California,CPM,KCPM,Compton/Woodley Airport
US,California,CRO,KCRO,Corcoran Airport
US,California,CSL,,Camp San Luis Obispo Heliport
US,California,CXL,KCXL,Calexico International Airport
US,California,DAG,KDAG,Barstow-Daggett Airport
US,California,DTH,,Furnace Creek Airport
US,California,EDW,KEDW,Edwards Air Force Base
US,California,EED,KEED,Needles Airport
US,California,EKA,KEKA,Murray Field
US,California,EMT,KEMT,San Gabriel Valley Airport
US,California,FAT,KFAT,Fresno Yosemite International Airport
US,California,FCH,KFCH,Fresno Chandler Executive Airport
US,California,FOB,,Fort Bragg Airport
US,California,FUL,KFUL,Fullerton Municipal Airport
US,California,GNF,,Gansner Field
US,California,HAF,KHAF,Half Moon Bay Airport
US,California,HHR,KHHR,Hawthorne Municipal Airport (Jack Northrop Field)
US,California,HLI,KCVH,Hollister Municipal Airport
US,California,HMT,KHMT,Hemet-Ryan Airport
US,California,HWD,KHWD,Hayward Executive Airport
US,California,IPL,KIPL,Imperial County Airport (Boley Field)
US,California,IYK,KIYK,Inyokern Airport
US,California,KIC,KKIC,Mesa Del Rey Airport
US,California,LAX,KLAX,Los Angeles International Airport
US,California,LGB,KLGB,Long Beach Airport
US,California,LPC,KLPC,Lompoc Airport
US,California,LSN,KLSN,Los Banos Municipal Airport
US,California,LVK,KLVK,Livermore Municipal Airport
US,California,MAE,KMAE,Madera Municipal Airport
US,California,MCC,KMCC,McClellan Airfield
US,California,MCE,KMCE,Merced Regional Airport (MacReady Field)
US,California,MER,KMER,Castle Airport
US,California,MHR,KMHR,Sacramento Mather Airport
US,California,MHS,,Dunsmuir Municipal-Mott Airport
US,California,MHV,KMHV,Mojave Air and Space Port
US,California,MIT,KMIT,Shafter Airport (Minter Field)
US,California,MMH,KMMH,Mammoth Yosemite Airport
US,California,MOD,KMOD,Modesto City-County Airport (Harry Sham Field)
US,California,MRY,KMRY,Monterey Regional Airport
US,California,MYF,KMYF,Montgomery Field Airport
US,California,MYV,KMYV,Yuba County Airport
US,California,NJK,KNJK,NAF El Centro
US,California,NKX,KNKX,MCAS Miramar
US,California,NLC,KNLC,NAS Lemoore (Reeves Field)
US,California,NLN,,Kneeland Airport
US,California,NOT,KDVO,Marin County Airport (Gnoss Field)
US,California,NRC,KNRC,NASA Crows Landing Airport
US,California,NRS,KNRS,NOLF Imperial Beach (Ream Field)
US,California,NTD,KNTD,NAS Point Mugu (Naval Base Ventura County)
US,California,NUQ,KNUQ,Moffett Federal Airfield
US,California,NVN,,Nervino Airport
US,California,NZY,KNZY,NAS North Island (Halsey Field)
US,California,OAK,KOAK,Oakland International Airport
US,California,OAR,KOAR,Marina Municipal Airport
US,California,OCN,KOKB,Oceanside Municipal Airport
US,California,ODC,,Oakdale Airport
US,California,ONT,KONT,Ontario International Airport
US,California,OVE,KOVE,Oroville Municipal Airport
US,California,OXR,KOXR,Oxnard Airport
US,California,PAO,KPAO,Palo Alto Airport (Santa Clara County Airport)
US,California,PMD,KPMD,Palmdale Regional Airport
US,California,POC,KPOC,Brackett Field
US,California,PRB,KPRB,Paso Robles Municipal Airport
US,California,PSP,KPSP,Palm Springs International Airport
US,California,PTV,KPTV,Porterville Municipal Airport
US,California,PVF,KPVF,Placerville Airport
US,California,PYS,,Paradise Skypark
US,California,RAL,KRAL,Riverside Municipal Airport
US,California,RBF,,Big Bear City Airport
US,California,RBK,,French Valley Airport
US,California,RBL,KRBL,Red Bluff Municipal Airport
US,California,RDD,KRDD,Redding Municipal Airport
US,California,RHV,KRHV,Reid-Hillview Airport of Santa Clara County
US,California,RIR,KRIR,Flabob Airport
US,California,RIV,KRIV,March Air Reserve Base
US,California,RMY,KMPI,Mariposa-Yosemite Airport
US,California,ROF,,Montague Airport (Yreka Rohrer Field)
US,California,SAC,KSAC,Sacramento Executive Airport
US,California,SAN,KSAN,San Diego International Airport
US,California,SAS,KSAS,Salton Sea Airport
US,California,SBA,KSBA,Santa Barbara Municipal Airport
US,California,SBD,KSBD,San Bernardino International Airport
US,California,SBP,KSBP,San Luis Obispo County Regional Airport (McChesney Field)
US,California,SCK,KSCK,Stockton Metropolitan Airport
US,California,SDM,KSDM,Brown Field Municipal Airport
US,California,SEE,KSEE,Gillespie Field
US,California,SFO,KSFO,San Francisco International Airport
US,California,SIY,KSIY,Siskiyou County Airport
US,California,SJC,KSJC,San Jose International Airport
US,California,SMF,KSMF,Sacramento International Airport
US,California,SMO,KSMO,Santa Monica Municipal Airport
US,California,SMX,KSMX,Santa Maria Public Airport (Capt. G. Allan Hancock Field)
US,California,SNA,KSNA,John Wayne Airport (Orange County Airport)
US,California,SNS,KSNS,Salinas Municipal Airport
US,California,SPA,KSPA,Spartanburg Downtown Memorial Airport
US,California,SQA,KIZA,Santa Ynez Airport
US,California,SQL,KSQL,San Carlos Airport
US,California,SRF,,San Rafael Airport (Hamilton Field)
US,California,STS,KSTS,Charles M. Schulz-Sonoma County A
US,California,SUM,KSMS,Sumter Airport
US,California,SUU,KSUU,Travis Air Force Base
US,California,SVE,KSVE,Susanville Municipal Airport
US,California,SZN,KSZN,Santa Cruz Island Airport
US,California,SZP,KSZP,Santa Paula Airport
US,California,TKF,KTRK,Truckee Tahoe Airport
US,California,TLR,KTLR,Mefford Field Airport
US,California,TNP,KTNP,Twentynine Palms Airport
US,California,TOA,KTOA,Zamperini Field
US,California,TRH,,Trona Airport
US,California,TRM,KTRM,Jacqueline Cochran Regional Airport
US,California,TSP,KTSP,Tehachapi Municipal Airport
US,California,TVL,KTVL,Lake Tahoe Airport
US,California,UDD,KUDD,Bermuda Dunes Airport
US,California,UKI,KUKI,Ukiah Municipal Airport
US,California,VBG,KVBG,Vandenberg Air Force Base
US,California,VCV,KVCV,Southern California Logistics Airport
US,California,VIS,KVIS,Visalia Municipal Airport
US,California,VNY,KVNY,Van Nuys Airport
US,California,WHP,KWHP,Whiteman Airport
US,California,WJF,KWJF,General William J. Fox Airfield
US,California,WLW,KWLW,Willows-Glenn County Airport
US,California,WVI,KWVI,Watsonville Municipal Airport
US,Colorado,AFF,KAFF,United States Air Force Academy Airfield
US,Colorado,AKO,KAKO,Colorado Plains Regional Airport
US,Colorado,ALS,KALS,San Luis Valley Regional Airport
US,Colorado,AMK,,Animas Air Park
US,Colorado,APA,KAPA,Centennial Airport
US,Colorado,ASE,KASE,Aspen-Pitkin County Airport (Sardy Field)
US,Colorado,BFK,KBKF,Buckley Air Force Base
US,Colorado,BJC,KBJC,Rocky Mountain Metropolitan Airport
US,Colorado,CEZ,KCEZ,Cortez Municipal Airport
US,Colorado,CIG,KCAG,Craig-Moffat Airport
US,Colorado,CNE,,Fremont County Airport
US,Colorado,COS,KCOS,Colorado Springs Airport
US,Colorado,CSE,,Buckhorn Ranch Airport
US,Colorado,DEN,KDEN,Denver International Airport
US,Colorado,DRO,KDRO,Durango-La Plata County Airport
US,Colorado,EGE,KEGE,Eagle County Regional Airport
US,Colorado,FCS,KFCS,Butts Army Airfield (Fort Carson)
US,Colorado,FNL,KFNL,Northern Colorado Regional Airport
US,Colorado,GJT,KGJT,Grand Junction Regional Airport (Walker Field)
US,Colorado,GUC,KGUC,Gunnison-Crested Butte Regional Airport
US,Colorado,GWS,KGWS,Glenwood Springs Municipal Airport
US,Colorado,GXY,KGXY,Greeley-Weld County Airport
US,Colorado,HDN,KHDN,Yampa Valley Airport
US,Colorado,LAA,KLAA,Lamar Municipal Airport
US,Colorado,LIC,KLIC,Limon Municipal Airport
US,Colorado,LXV,KLXV,Lake County Airport
US,Colorado,MTJ,KMTJ,Montrose Regional Airport
US,Colorado,PGO,KPSO,Stevens Field
US,Colorado,PUB,KPUB,Pueblo Memorial Airport
US,Colorado,RIL,KRIL,Garfield County Regional Airport
US,Colorado,RNG,,Rangely Airport
US,Colorado,SBS,KSBS,Steamboat Springs Airport (Bob Adams Field)
US,Colorado,SLT,KANK,Harriet Alexander Field
US,Colorado,STK,KSTK,Sterling Municipal Airport
US,Colorado,TAD,KTAD,Perry Stokes Airport
US,Colorado,TEX,KTEX,Telluride Regional Airport
US,Colorado,WBU,KBDU,Boulder Municipal Airport
US,Colorado,WPO,,North Fork Valley Airport
US,Connecticut,BDL,KBDL,Bradley International Airport
US,Connecticut,BDR,KBDR,Igor I. Sikorsky Memorial Airport
US,Connecticut,DXR,KDXR,Danbury Municipal Airport
US,Connecticut,GON,KGON,Groton-New London Airport
US,Connecticut,HFD,KHFD,Hartford-Brainard Airport
US,Connecticut,HVN,KHVN,Tweed New Haven Airport
US,Connecticut,OXC,KOXC,Waterbury-Oxford Airport
US,Delaware,DOV,KDOV,Dover Air Force Base
US,Delaware,GED,KGED,Delaware Coastal Airport
US,Delaware,ILG,KILG,Wilmington Airport (New Castle Airport)
US,Florida,AAF,KAAF,Apalachicola Regional Airport
US,Florida,APF,KAPF,Naples Municipal Airport
US,Florida,AVO,KAVO,Avon Park Executive Airport
US,Florida,BCT,KBCT,Boca Raton Airport
US,Florida,BOW,KBOW,Bartow Municipal Airport
US,Florida,CDK,KCDK,George T. Lewis Airport
US,Florida,CEW,KCEW,Bob Sikes Airport
US,Florida,CLW,KCLW,Clearwater Air Park
US,Florida,COF,KCOF,Patrick Air Force Base
US,Florida,COI,KCOI,Merritt Island Airport
US,Florida,CRG,KCRG,Jacksonville Executive at Craig Airport
US,Florida,CTY,KCTY,Cross City Airport
US,Florida,DAB,KDAB,Daytona Beach International Airport
US,Florida,DSI,KDTS,Destin Executive Airport
US,Florida,ECP,KECP,Northwest Florida Beaches International Airport
US,Florida,EGI,KEGI,Duke Field (Eglin Auxiliary Field 3)
US,Florida,EYW,KEYW,Key West International Airport
US,Florida,FLL,KFLL,Fort Lauderdale-Hollywood International Airport
US,Florida,FMY,KFMY,Page Field
US,Florida,FPR,KFPR,St. Lucie County International Airport
US,Florida,FPY,,Perry-Foley Airport
US,Florida,FXE,KFXE,Fort Lauderdale Executive Airport
US,Florida,GIF,KGIF,Winter Haven's Gilbert Airport
US,Florida,GNV,KGNV,Gainesville Regional Airport
US,Florida,HST,KHST,Homestead Air Reserve Base
US,Florida,HWO,KHWO,North Perry Airport
US,Florida,IMM,KIMM,Immokalee Regional Airport
US,Florida,ISM,KISM,Kissimmee Gateway Airport
US,Florida,JAX,KJAX,Jacksonville International Airport
US,Florida,KYO,,Tampa North Aero Park
US,Florida,LAL,KLAL,Lakeland Linder International Airport
US,Florida,LCQ,KLCQ,Lake City Gateway Airport
US,Florida,LEE,KLEE,Leesburg International Airport
US,Florida,LNA,KLNA,Palm Beach County Park Airport
US,Florida,MCF,KMCF,MacDill Air Force Base
US,Florida,MCO,KMCO,Orlando International Airport
US,Florida,MIA,KMIA,Miami International Airport
US,Florida,MLB,KMLB,Orlando Melbourne International Airport
US,Florida,MPB,,Miami Seaplane Base
US,Florida,MRK,KMKY,Marco Island Airport
US,Florida,MTH,KMTH,Florida Keys Marathon Airport
US,Florida,NEN,KNEN,NOLF Whitehouse
US,Florida,NIP,KNIP,NAS Jacksonville (Towers Field)
US,Florida,NPA,KNPA,NAS Pensacola (Forrest Sherman Field)
US,Florida,NQX,KNQX,NAS Key West (Boca Chica Field)
US,Florida,NRB,KNRB,NS Mayport (Admiral David L. McDonald Field)
US,Florida,NSE,KNSE,NAS Whiting Field - North
US,Florida,NUN,KNUN,NOLF Saufley Field
US,Florida,OBE,KOBE,Okeechobee County Airport
US,Florida,OCA,,Ocean Reef Club Airport
US,Florida,OCF,KOCF,Ocala International Airport (Jim Taylor Field)
US,Florida,OPF,KOPF,Miami-Opa Locka Executive Airport
US,Florida,ORL,KORL,Orlando Executive Airport
US,Florida,PAM,KPAM,Tyndall Air Force Base
US,Florida,PBI,KPBI,Palm Beach International Airport
US,Florida,PGD,KPGD,Punta Gorda Airport
US,Florida,PHK,KPHK,Palm Beach County Glades Airport
US,Florida,PIE,KPIE,St. Pete-Clearwater International Airport
US,Florida,PNS,KPNS,Pensacola International Airport
US,Florida,PPM,KPMP,Pompano Beach Airpark
US,Florida,RSW,KRSW,Southwest Florida International Airport
US,Florida,SEF,KSEF,Sebring Regional Airport
US,Florida,SFB,KSFB,Orlando Sanford International Airport
US,Florida,SPG,KSPG,Albert Whitted Airport
US,Florida,SRQ,KSRQ,Sarasota-Bradenton International Airport
US,Florida,SUA,KSUA,Witham Field
US,Florida,TIX,KTIX,Space Coast Regional Airport
US,Florida,TLH,KTLH,Tallahassee International Airport
US,Florida,TMB,KTMB,Miami Executive Airport
US,Florida,TNT,KTNT,Dade-Collier Training and Transition Airport
US,Florida,TPA,KTPA,Tampa International Airport
US,Florida,TPF,KTPF,Peter O. Knight Airport
US,Florida,UST,KSGJ,Northeast Florida Regional Airport
US,Florida,VNC,KVNC,Venice Municipal Airport
US,Florida,VPS,KVPS,Destin-Fort Walton Beach Airport / Eglin Air Force Base
US,Florida,VQQ,KVQQ,Cecil Airport
US,Florida,VRB,KVRB,Vero Beach Regional Airport
US,Florida,ZPH,KZPH,Zephyrhills Municipal Airport
US,Georgia,ABY,KABY,Southwest Georgia Regional Airport
US,Georgia,AGS,KAGS,Augusta Regional Airport at Bush Field
US,Georgia,AHN,KAHN,Athens Ben Epps Airport
US,Georgia,ATL,KATL,Hartsfield-Jackson Atlanta International Airport
US,Georgia,AYS,KAYS,Waycross-Ware County Airport
US,Georgia,BGE,KBGE,Decatur County Industrial Air Park
US,Georgia,BQK,KBQK,Brunswick Golden Isles Airport
US,Georgia,CSG,KCSG,Columbus Airport
US,Georgia,DBN,KDBN,W. H. 'Bud' Barron Airport
US,Georgia,DNL,KDNL,Daniel Field
US,Georgia,DNN,KDNN,Dalton Municipal Airport
US,Georgia,FTY,KFTY,Fulton County Airport (Charlie Brown Field)
US,Georgia,GVL,KGVL,Lee Gilmer Memorial Airport
US,Georgia,LGC,KLGC,LaGrange Callaway Airport
US,Georgia,LIY,KLHW,MidCoast Regional Airport at Wright Army Airfield
US,Georgia,LSF,KLSF,Lawson Army Airfield
US,Georgia,LZU,KLZU,Gwinnett County Airport (Briscoe Field)
US,Georgia,MAC,KMAC,Macon Downtown Airport
US,Georgia,MCN,KMCN,Middle Georgia Regional Airport
US,Georgia,MGE,KMGE,Dobbins Air Reserve Base
US,Georgia,MGR,KMGR,Moultrie Municipal Airport
US,Georgia,MLJ,KMLJ,Baldwin County Airport
US,Georgia,MQW,KMQW,Telfair-Wheeler Airport
US,Georgia,MUL,KMUL,Spence Airport
US,Georgia,PDK,KPDK,DeKalb-Peachtree Airport
US,Georgia,PIM,KPIM,Harris County Airport
US,Georgia,RMG,KRMG,Richard B. Russell Airport
US,Georgia,SAV,KSAV,Savannah/Hilton Head International Airport
US,Georgia,SSI,KSSI,Malcolm McKinnon Airport
US,Georgia,SVN,KSVN,Hunter Army Airfield
US,Georgia,SYV,KSYV,Sylvester Airport
US,Georgia,TBR,KTBR,Statesboro-Bulloch County Airport
US,Georgia,TMA,KTMA,Henry Tift Myers Airport
US,Georgia,TOC,KTOC,Toccoa Airport (R.G. LeTourneau Field)
US,Georgia,TVI,KTVI,Thomasville Regional Airport
US,Georgia,VAD,KVAD,Moody Air Force Base
US,Georgia,VDI,KVDI,Vidalia Regional Airport
US,Georgia,VLD,KVLD,Valdosta Regional Airport
US,Georgia,WDR,KWDR,Barrow County Airport
US,Georgia,WRB,KWRB,Robins Air Force Base
US,Hawaii,BKH,PHBK,Barking Sands PMRF
US,Hawaii,BSF,PHSF,Bradshaw Army Airfield
US,Hawaii,FTI,NSFQ,Fitiuta Airport
US,Hawaii,HDH,PHDH,Dillingham Airfield
US,Hawaii,HHI,PHHI,Wheeler Army Airfield
US,Hawaii,HNL,PHNL,Daniel K. Inouye International Airport
US,Hawaii,HNM,PHHN,Hana Airport
US,Hawaii,HPV,,Princeville Airport
US,Hawaii,ITO,PHTO,Hilo International Airport
US,Hawaii,JHM,PHJH,Kapalua Airport
US,Hawaii,JRF,PHJR,Kalaeloa Airport (John Rodgers Field)
US,Hawaii,KOA,PHKO,Kona International Airport at Keahole
US,Hawaii,LIH,PHLI,Lihue Airport
US,Hawaii,LNY,PHNY,Lanai Airport
US,Hawaii,LUP,PHLU,Kalaupapa Airport
US,Hawaii,MDY,PMDY,Henderson Field
US,Hawaii,MKK,PHMK,Molokai Airport
US,Hawaii,MUE,PHMU,Waimea-Kohala Airport
US,Hawaii,NGF,PHNG,MCAS Kaneohe Bay
US,Hawaii,OGG,PHOG,Kahului Airport
US,Hawaii,PAK,PHPA,Port Allen Airport
US,Hawaii,UPP,PHUP,Upolu Airport
US,Hawaii,WKL,,Waikoloa Heliport
US,Idaho,BOI,KBOI,Boise Air Terminal (Gowen Field)
US,Idaho,BYI,KBYI,Burley Municipal Airport
US,Idaho,CHL,KLLJ,Challis Airport
US,Idaho,COE,KCOE,Coeur d'Alene Airport
US,Idaho,DBS,,Dubois Municipal Airport
US,Idaho,GNG,KGNG,Gooding Municipal Airport
US,Idaho,ICS,,Cascade Airport
US,Idaho,IDA,KIDA,Idaho Falls Regional Airport
US,Idaho,IDH,KGIC,Idaho County Airport
US,Idaho,LWS,KLWS,Lewiston-Nez Perce County Airport
US,Idaho,MLD,KMLD,Malad City Airport
US,Idaho,MUO,KMUO,Mountain Home Air Force Base
US,Idaho,MYL,KMYL,McCall Municipal Airport
US,Idaho,PIH,KPIH,Pocatello Regional Airport
US,Idaho,RXE,KRXE,Rexburg-Madison County Airport
US,Idaho,SMN,KSMN,Lemhi County Airport
US,Idaho,SUN,KSUN,Friedman Memorial Airport
US,Idaho,TWF,KTWF,Magic Valley Regional Airport (Joslin Field)
US,Illinois,ALN,KALN,St. Louis Regional Airport
US,Illinois,AUZ,KARR,Aurora Municipal Airport
US,Illinois,BDF,,Rinkenberger RLA Airport
US,Illinois,BLV,KBLV,MidAmerica St. Louis Airport / Scott Air Force Base
US,Illinois,BMI,KBMI,Central Illinois Regional Airport
US,Illinois,CIR,KCIR,Cairo Regional Airport
US,Illinois,CMI,KCMI,University of Illinois Willard Airport
US,Illinois,CPS,KCPS,St. Louis Downtown Airport
US,Illinois,DEC,KDEC,Decatur Airport
US,Illinois,DNV,KDNV,Vermilion Regional Airport
US,Illinois,DPA,KDPA,DuPage Airport
US,Illinois,DVN,KDVN,Davenport Municipal Airport
US,Illinois,ENL,KENL,Centralia Municipal Airport
US,Illinois,EOK,KEOK,Keokuk Municipal Airport
US,Illinois,FEP,KFEP,Albertus Airport
US,Illinois,GBG,KGBG,Galesburg Municipal Airport
US,Illinois,GRE,KGRE,Greenville Airport
US,Illinois,HSB,KHSB,Harrisburg-Raleigh Airport
US,Illinois,IJX,KIJX,Jacksonville Municipal Airport
US,Illinois,IKK,KIKK,Greater Kankakee Airport
US,Illinois,JOT,KJOT,Joliet Regional Airport
US,Illinois,LOT,KLOT,Lewis University Airport
US,Illinois,LWV,KLWV,Lawrenceville-Vincennes International Airport
US,Illinois,MDH,KMDH,Southern Illinois Airport
US,Illinois,MDW,KMDW,Chicago Midway International Airport
US,Illinois,MLI,KMLI,Quad City International Airport
US,Illinois,MQB,KMQB,Macomb Municipal Airport
US,Illinois,MTO,KMTO,Coles County Memorial Airport
US,Illinois,MVN,KMVN,Mount Vernon Airport
US,Illinois,MWA,KMWA,Williamson County Regional Airport
US,Illinois,OLY,KOLY,Olney-Noble Airport
US,Illinois,ORD,KORD,Chicago O'Hare International Airport
US,Illinois,PIA,KPIA,General Wayne A. Downing Peoria International Airport
US,Illinois,RFD,KRFD,Chicago Rockford International Airport
US,Illinois,SAR,KSAR,Sparta Community Airport (Hunter Field)
US,Illinois,SLO,KSLO,Salem-Leckrone Airport
US,Illinois,SPI,KSPI,Abraham Lincoln Capital Airport
US,Illinois,SQI,KSQI,Whiteside County Airport (Jos. H. Bittorf Field)
US,Illinois,UGN,KUGN,Waukegan National Airport
US,Illinois,UIN,KUIN,Quincy Regional Airport (Baldwin Field)
US,Illinois,VLA,KVLA,Vandalia Municipal Airport
US,Illinois,VYS,KVYS,Illinois Valley Regional Airport (Walter A. Duncan Field)
US,Indiana,AID,KAID,Anderson Municipal Airport (Darlington Field)
US,Indiana,ANQ,KANQ,Tri-State Steuben County Airport
US,Indiana,BFR,KBFR,Virgil I. Grissom Municipal Airport
US,Indiana,BMG,KBMG,Monroe County Airport
US,Indiana,CEV,KCEV,Mettel Field
US,Indiana,CLU,KBAK,Columbus Municipal Airport
US,Indiana,EKI,KEKM,Elkhart Municipal Airport
US,Indiana,EVV,KEVV,Evansville Regional Airport
US,Indiana,FRH,KFRH,French Lick Municipal Airport
US,Indiana,FWA,KFWA,Fort Wayne International Airport
US,Indiana,GBI,VOGB,Kalaburagi Airport
US,Indiana,GFD,KGFD,Pope Field
US,Indiana,GSH,KGSH,Goshen Municipal Airport
US,Indiana,GUS,KGUS,Grissom Air Reserve Base
US,Indiana,HLB,KHLB,Hillenbrand Industries Airport
US,Indiana,HNB,KHNB,Huntingburg Airport
US,Indiana,IND,KIND,Indianapolis International Airport
US,Indiana,KKT,,Kentland Municipal Airport
US,Indiana,LAF,KLAF,Purdue University Airport
US,Indiana,LPO,KPPO,La Porte Municipal Airport
US,Indiana,MDN,KIMS,Madison Municipal Airport
US,Indiana,MGC,KMGC,Michigan City Municipal Airport
US,Indiana,MIE,KMIE,Delaware County Regional Airport
US,Indiana,MZZ,KMZZ,Marion Municipal Airport
US,Indiana,OKK,KOKK,Kokomo Municipal Airport
US,Indiana,OTN,,Ed-Air Airport
US,Indiana,PLY,,Plymouth Municipal Airport
US,Indiana,RCR,KRCR,Fulton County Airport
US,Indiana,RID,KRID,Richmond Municipal Airport
US,Indiana,RNZ,KRZL,Jasper County Airport
US,Indiana,SBN,KSBN,South Bend International Airport
US,Indiana,SER,KSER,Freeman Municipal Airport
US,Indiana,SIV,KSIV,Sullivan County Airport
US,Indiana,SMD,KSMD,Smith Field
US,Indiana,VPZ,KVPZ,Porter County Regional Airport
US,Iowa,AIO,KAIO,Atlantic Municipal Airport
US,Iowa,ALO,KALO,Waterloo Regional Airport
US,Iowa,AMW,KAMW,Ames Municipal Airport
US,Iowa,AXG,KAXA,Algona Municipal Airport
US,Iowa,BNW,KBNW,Boone Municipal Airport
US,Iowa,BRL,KBRL,Southeast Iowa Regional Airport
US,Iowa,CBF,KCBF,Council Bluffs Municipal Airport
US,Iowa,CCY,KCCY,Northeast Iowa Regional Airport
US,Iowa,CID,KCID,The Eastern Iowa Airport
US,Iowa,CIN,KCIN,Arthur N. Neu Airport
US,Iowa,CSQ,KCSQ,Creston Municipal Airport
US,Iowa,CWI,KCWI,Clinton Municipal Airport
US,Iowa,DBQ,KDBQ,Dubuque Regional Airport
US,Iowa,DEH,KDEH,Decorah Municipal Airport
US,Iowa,DNS,KDNS,Denison Municipal Airport
US,Iowa,DSM,KDSM,Des Moines International Airport
US,Iowa,EBS,KEBS,Webster City Municipal Airport
US,Iowa,EFW,KEFW,Jefferson Municipal Airport
US,Iowa,EST,KEST,Estherville Municipal Airport
US,Iowa,FFL,KFFL,Fairfield Municipal Airport
US,Iowa,FMS,KFSW,Fort Madison Municipal Airport
US,Iowa,FOD,KFOD,Fort Dodge Regional Airport
US,Iowa,FXY,KFXY,Forest City Municipal Airport
US,Iowa,HPT,KHPT,Hampton Municipal Airport
US,Iowa,HUD,,Humboldt Municipal Airport
US,Iowa,ICL,KICL,Schenck Field
US,Iowa,IDG,KIDG,Ida Grove Municipal Airport
US,Iowa,IFA,KIFA,Iowa Falls Municipal Airport
US,Iowa,IOW,KIOW,Iowa City Municipal Airport
US,Iowa,LRJ,KLRJ,Le Mars Municipal Airport
US,Iowa,MCW,KMCW,Mason City Municipal Airport
US,Iowa,MIW,KMIW,Marshalltown Municipal Airport
US,Iowa,MPZ,KMPZ,Mount Pleasant Municipal Airport
US,Iowa,MUT,KMUT,Muscatine Municipal Airport
US,Iowa,MXO,KMXO,Monticello Regional Airport
US,Iowa,OMA,KOMA,Eppley Airfield
US,Iowa,OOA,KOOA,Oskaloosa Municipal Airport
US,Iowa,OTM,KOTM,Ottumwa Regional Airport
US,Iowa,POH,KPOH,Pocahontas Municipal Airport
US,Iowa,PRO,KPRO,Perry Municipal Airport
US,Iowa,RTL,,Spirit Lake Municipal Airport
US,Iowa,SLB,KSLB,Storm Lake Municipal Airport
US,Iowa,SPW,KSPW,Spencer Municipal Airport
US,Iowa,SUX,KSUX,Sioux Gateway Airport (Colonel Bud Day Field)
US,Iowa,TNU,KTNU,Newton Municipal Airport
US,Iowa,UKN,,Waukon Municipal Airport
US,Kansas,ANY,KANY,Anthony Municipal Airport
US,Kansas,BEC,KBEC,Beech Factory Airport
US,Kansas,CBK,KCBK,Colby Municipal Airport (Shalz Field)
US,Kansas,CEA,KCEA,Cessna Aircraft Field
US,Kansas,CFV,KCFV,Coffeyville Municipal Airport
US,Kansas,CNK,KCNK,Blosser Municipal Airport
US,Kansas,CNU,KCNU,Chanute Martin Johnson Airport
US,Kansas,DDC,KDDC,Dodge City Regional Airport
US,Kansas,EDK,KEQA,Captain Jack Thomas/El Dorado Airport
US,Kansas,EMP,KEMP,Emporia Municipal Airport
US,Kansas,EWK,KEWK,Newton City/County Airport
US,Kansas,FLV,KFLV,Sherman Army Airfield
US,Kansas,FOE,KFOE,Topeka Regional Airport
US,Kansas,FRI,KFRI,Marshall Army Airfield
US,Kansas,FSK,KFSK,Fort Scott Municipal Airport
US,Kansas,GBD,KGBD,Great Bend Municipal Airport
US,Kansas,GCK,KGCK,Garden City Regional Airport
US,Kansas,GLD,KGLD,Goodland Municipal Airport (Renner Field)
US,Kansas,HLC,KHLC,Hill City Municipal Airport
